DATE,STATION,SO2,NOX,NO2,CO,RSP,O3,FSP
8/6/2002,CENTRAL,4,270,72,100,46,N.A.,29
9/6/2002,CENTRAL,4,204,56,77,31,N.A.,20
10/6/2002,CENTRAL,23,309,62,104,51,N.A.,29
11/6/2002,CENTRAL,9,493,76,141,53,N.A.,40
12/6/2002,CENTRAL,32,382,59,119,42,N.A.,31
13-06-2002,CENTRAL,5,219,41,99,30,N.A.,19
14-06-2002,CENTRAL,13,226,44,95,32,N.A.,21
15-06-2002,CENTRAL,10,167,38,84,28,N.A.,19
16-06-2002,CENTRAL,14,191,41,86,30,N.A.,20
17-06-2002,CENTRAL,21,243,40,106,38,N.A.,22
18-06-2002,CENTRAL,5,299,51,119,36,N.A.,23
19-06-2002,CENTRAL,6,360,60,137,39,N.A.,24
20-06-2002,CENTRAL,6,399,62,161,44,N.A.,28
21-06-2002,CENTRAL,5,279,51,128,31,N.A.,21
22-06-2002,CENTRAL,6,280,54,144,38,N.A.,22
23-06-2002,CENTRAL,3,160,42,103,31,N.A.,18
24-06-2002,CENTRAL,25,291,57,127,39,N.A.,24
25-06-2002,CENTRAL,38,280,54,129,35,N.A.,23
26-06-2002,CENTRAL,26,286,55,136,41,N.A.,27
27-06-2002,CENTRAL,11,271,53,122,45,N.A.,29
28-06-2002,CENTRAL,17,241,50,78,43,N.A.,28
29-06-2002,CENTRAL,14,288,57,82,46,N.A.,29
30-06-2002,CENTRAL,8,157,40,60,34,N.A.,21
1/7/2002,CENTRAL,7,193,44,67,36,N.A.,23
2/7/2002,CENTRAL,8,262,47,95,33,N.A.,22
3/7/2002,CENTRAL,22,405,64,119,52,N.A.,35
4/7/2002,CENTRAL,49,449,100,133,60,N.A.,43
5/7/2002,CENTRAL,37,394,97,128,58,N.A.,42
6/7/2002,CENTRAL,15,285,67,127,49,N.A.,34
7/7/2002,CENTRAL,17,296,68,113,47,N.A.,33
8/7/2002,CENTRAL,27,467,96,143,57,N.A.,40
9/7/2002,CENTRAL,62,484,123,200,102,N.A.,68
10/7/2002,CENTRAL,47,460,157,185,110,N.A.,84
11/7/2002,CENTRAL,42,335,103,156,87,N.A.,75
12/7/2002,CENTRAL,34,358,89,143,67,N.A.,52
13-07-2002,CENTRAL,15,313,70,134,56,N.A.,36
14-07-2002,CENTRAL,11,189,58,113,50,N.A.,35
15-07-2002,CENTRAL,9,261,63,139,48,N.A.,32
16-07-2002,CENTRAL,15,303,70,139,38,N.A.,27
17-07-2002,CENTRAL,20,411,80,162,64,N.A.,45
18-07-2002,CENTRAL,20,382,76,157,65,N.A.,42
19-07-2002,CENTRAL,12,289,68,139,60,N.A.,40
20-07-2002,CENTRAL,9,335,71,168,63,N.A.,42
21-07-2002,CENTRAL,8,159,46,124,40,N.A.,27
22-07-2002,CENTRAL,22,332,58,173,49,N.A.,35
23-07-2002,CENTRAL,12,388,76,181,58,N.A.,41
24-07-2002,CENTRAL,12,295,64,146,49,N.A.,33
25-07-2002,CENTRAL,42,336,68,118,46,N.A.,33
26-07-2002,CENTRAL,32,369,67,136,47,N.A.,35
27-07-2002,CENTRAL,22,427,76,162,61,N.A.,42
28-07-2002,CENTRAL,12,178,52,89,33,N.A.,21
29-07-2002,CENTRAL,15,299,60,138,45,N.A.,30
30-07-2002,CENTRAL,16,360,72,157,62,N.A.,41
31-07-2002,CENTRAL,27,503,76,188,72,N.A.,52
1/8/2002,CENTRAL,63,647,165,228,122,N.A.,97
2/8/2002,CENTRAL,40,497,136,193,104,N.A.,80
3/8/2002,CENTRAL,28,457,93,173,73,N.A.,53
4/8/2002,CENTRAL,15,349,72,125,39,N.A.,28
5/8/2002,CENTRAL,30,326,77,147,48,N.A.,35
6/8/2002,CENTRAL,29,378,73,116,59,N.A.,38
7/8/2002,CENTRAL,23,292,65,99,51,N.A.,33
8/8/2002,CENTRAL,30,253,60,109,50,N.A.,33
9/8/2002,CENTRAL,31,464,79,157,54,N.A.,40
10/8/2002,CENTRAL,27,494,85,162,63,N.A.,44
11/8/2002,CENTRAL,11,175,57,82,40,N.A.,25
12/8/2002,CENTRAL,11,274,68,120,46,N.A.,30
13-08-2002,CENTRAL,12,288,76,121,56,N.A.,34
14-08-2002,CENTRAL,13,317,92,134,60,N.A.,38
15-08-2002,CENTRAL,14,300,71,127,53,N.A.,32
16-08-2002,CENTRAL,15,276,80,119,50,N.A.,29
17-08-2002,CENTRAL,13,241,70,110,48,N.A.,28
18-08-2002,CENTRAL,12,173,55,95,34,N.A.,21
19-08-2002,CENTRAL,13,269,58,138,50,N.A.,30
20-08-2002,CENTRAL,13,346,75,161,55,N.A.,34
21-08-2002,CENTRAL,14,281,68,152,55,N.A.,34
22-08-2002,CENTRAL,16,442,84,166,77,N.A.,46
23-08-2002,CENTRAL,42,440,84,137,58,N.A.,40
24-08-2002,CENTRAL,18,381,75,119,55,N.A.,37
25-08-2002,CENTRAL,8,252,57,100,36,N.A.,23
26-08-2002,CENTRAL,30,317,62,119,53,N.A.,33
27-08-2002,CENTRAL,23,344,68,141,65,N.A.,42
28-08-2002,CENTRAL,61,502,145,176,111,N.A.,75
29-08-2002,CENTRAL,78,394,124,151,81,N.A.,55
30-08-2002,CENTRAL,62,524,162,192,137,N.A.,96
31-08-2002,CENTRAL,66,552,153,199,146,N.A.,105
1/9/2002,CENTRAL,40,359,123,151,97,N.A.,71
2/9/2002,CENTRAL,15,321,74,142,54,N.A.,32
3/9/2002,CENTRAL,14,483,107,172,76,N.A.,50
4/9/2002,CENTRAL,6,409,117,177,91,N.A.,60
5/9/2002,CENTRAL,51,662,179,208,147,N.A.,101
6/9/2002,CENTRAL,49,589,193,230,187,N.A.,134
7/9/2002,CENTRAL,9,520,157,172,122,N.A.,76
8/9/2002,CENTRAL,3,230,115,125,79,N.A.,52
9/9/2002,CENTRAL,10,408,135,177,105,N.A.,70
10/9/2002,CENTRAL,20,498,119,112,94,N.A.,65
11/9/2002,CENTRAL,1,139,63,0,36,N.A.,21
12/9/2002,CENTRAL,5,268,73,44,54,N.A.,34
13-09-2002,CENTRAL,15,324,75,75,60,N.A.,35
14-09-2002,CENTRAL,22,382,78,96,64,N.A.,41
15-09-2002,CENTRAL,10,217,68,82,44,N.A.,27
16-09-2002,CENTRAL,12,354,74,133,50,N.A.,35
17-09-2002,CENTRAL,14,349,75,148,45,N.A.,32
18-09-2002,CENTRAL,12,232,85,129,51,N.A.,32
19-09-2002,CENTRAL,10,214,83,109,52,N.A.,29
20-09-2002,CENTRAL,10,231,88,83,62,N.A.,35
21-09-2002,CENTRAL,10,161,77,89,53,N.A.,32
22-09-2002,CENTRAL,12,207,80,115,51,N.A.,36
23-09-2002,CENTRAL,14,281,107,166,105,N.A.,78
24-09-2002,CENTRAL,12,250,103,176,87,N.A.,61
25-09-2002,CENTRAL,10,263,95,189,64,N.A.,41
26-09-2002,CENTRAL,9,266,96,160,58,N.A.,37
27-09-2002,CENTRAL,9,282,76,95,56,N.A.,29
28-09-2002,CENTRAL,9,313,84,119,78,N.A.,42
29-09-2002,CENTRAL,9,181,87,117,67,N.A.,48
30-09-2002,CENTRAL,10,250,103,131,65,N.A.,45
1/10/2002,CENTRAL,12,237,87,145,62,N.A.,43
2/10/2002,CENTRAL,18,414,102,197,74,N.A.,52
3/10/2002,CENTRAL,18,294,125,197,113,N.A.,83
4/10/2002,CENTRAL,15,274,118,189,108,N.A.,78
5/10/2002,CENTRAL,15,246,104,194,100,N.A.,70
6/10/2002,CENTRAL,25,438,112,185,74,N.A.,45
7/10/2002,CENTRAL,24,584,136,160,109,N.A.,63
8/10/2002,CENTRAL,18,586,153,111,125,N.A.,74
9/10/2002,CENTRAL,17,467,151,143,92,N.A.,53
10/10/2002,CENTRAL,21,472,162,162,105,N.A.,63
11/10/2002,CENTRAL,14,424,139,152,95,N.A.,52
12/10/2002,CENTRAL,6,271,97,138,65,N.A.,34
13-10-2002,CENTRAL,4,148,78,123,60,N.A.,34
14-10-2002,CENTRAL,3,166,72,123,49,N.A.,28
15-10-2002,CENTRAL,5,260,91,160,64,N.A.,40
16-10-2002,CENTRAL,3,240,85,154,59,N.A.,35
17-10-2002,CENTRAL,6,305,79,129,64,N.A.,37
18-10-2002,CENTRAL,10,408,78,112,67,N.A.,44
19-10-2002,CENTRAL,42,391,64,100,74,N.A.,48
20-10-2002,CENTRAL,23,169,45,54,57,N.A.,31
21-10-2002,CENTRAL,16,408,77,101,67,N.A.,40
22-10-2002,CENTRAL,13,361,86,114,67,N.A.,42
23-10-2002,CENTRAL,16,562,98,137,46,N.A.,33
24-10-2002,CENTRAL,11,430,105,121,51,N.A.,32
25-10-2002,CENTRAL,11,348,115,110,68,N.A.,43
26-10-2002,CENTRAL,10,339,119,127,83,N.A.,59
27-10-2002,CENTRAL,9,247,103,99,83,N.A.,60
28-10-2002,CENTRAL,6,252,103,110,83,N.A.,59
29-10-2002,CENTRAL,6,242,95,108,67,N.A.,44
30-10-2002,CENTRAL,4,254,88,101,40,N.A.,29
31-10-2002,CENTRAL,15,514,99,181,50,N.A.,32
1/11/2002,CENTRAL,18,557,107,153,56,N.A.,33
2/11/2002,CENTRAL,14,529,111,129,63,N.A.,40
3/11/2002,CENTRAL,16,479,119,108,77,N.A.,50
4/11/2002,CENTRAL,16,416,120,131,90,N.A.,55
5/11/2002,CENTRAL,16,417,145,141,90,N.A.,57
6/11/2002,CENTRAL,10,357,122,141,70,N.A.,42
7/11/2002,CENTRAL,27,691,185,196,111,N.A.,77
8/11/2002,CENTRAL,24,545,134,147,91,N.A.,60
9/11/2002,CENTRAL,14,225,107,133,119,N.A.,82
10/11/2002,CENTRAL,12,199,97,120,99,N.A.,68
11/11/2002,CENTRAL,10,279,102,140,84,N.A.,53
12/11/2002,CENTRAL,24,569,130,181,99,N.A.,68
13-11-2002,CENTRAL,19,422,131,173,96,N.A.,66
14-11-2002,CENTRAL,16,291,93,153,71,N.A.,51
15-11-2002,CENTRAL,22,263,63,128,52,N.A.,34
16-11-2002,CENTRAL,18,342,77,172,48,N.A.,32
17-11-2002,CENTRAL,9,259,78,136,48,N.A.,34
18-11-2002,CENTRAL,15,309,79,153,58,N.A.,40
19-11-2002,CENTRAL,14,278,78,159,56,N.A.,40
20-11-2002,CENTRAL,32,390,108,190,81,N.A.,54
21-11-2002,CENTRAL,25,562,106,171,67,N.A.,41
22-11-2002,CENTRAL,32,448,117,152,82,N.A.,55
23-11-2002,CENTRAL,38,515,136,165,104,N.A.,68
24-11-2002,CENTRAL,21,396,98,118,70,N.A.,48
25-11-2002,CENTRAL,20,390,98,134,82,N.A.,57
26-11-2002,CENTRAL,20,353,108,128,81,N.A.,53
27-11-2002,CENTRAL,23,273,98,131,98,N.A.,62
28-11-2002,CENTRAL,12,268,88,135,65,N.A.,43
29-11-2002,CENTRAL,12,251,87,133,47,N.A.,27
30-11-2002,CENTRAL,12,268,90,138,49,N.A.,28
1/12/2002,CENTRAL,8,189,86,120,67,N.A.,45
2/12/2002,CENTRAL,9,267,95,141,96,N.A.,59
3/12/2002,CENTRAL,9,379,109,150,92,N.A.,56
4/12/2002,CENTRAL,14,489,105,152,90,N.A.,51
5/12/2002,CENTRAL,8,269,80,134,N.A.,N.A.,N.A.
6/12/2002,CENTRAL,12,343,87,144,77,N.A.,44
7/12/2002,CENTRAL,16,418,80,134,84,N.A.,44
8/12/2002,CENTRAL,23,380,76,144,46,N.A.,27
9/12/2002,CENTRAL,19,498,102,131,58,N.A.,33
10/12/2002,CENTRAL,21,293,99,139,72,N.A.,43
11/12/2002,CENTRAL,24,453,105,156,85,N.A.,52
12/12/2002,CENTRAL,23,497,107,185,60,N.A.,N.A.
13-12-2002,CENTRAL,23,321,103,166,69,N.A.,N.A.
14-12-2002,CENTRAL,18,271,100,158,N.A.,N.A.,N.A.
15-12-2002,CENTRAL,15,193,90,148,57,N.A.,N.A.
16-12-2002,CENTRAL,16,324,117,180,72,N.A.,N.A.
17-12-2002,CENTRAL,16,275,107,200,93,N.A.,N.A.
18-12-2002,CENTRAL,13,286,100,236,112,N.A.,N.A.
19-12-2002,CENTRAL,9,390,95,171,N.A.,N.A.,N.A.
20-12-2002,CENTRAL,3,326,85,110,48,N.A.,N.A.
21-12-2002,CENTRAL,8,438,98,129,59,N.A.,N.A.
22-12-2002,CENTRAL,10,295,80,111,49,N.A.,N.A.
23-12-2002,CENTRAL,10,485,116,122,81,N.A.,N.A.
24-12-2002,CENTRAL,4,355,91,90,58,N.A.,41
25-12-2002,CENTRAL,3,354,88,82,62,N.A.,46
26-12-2002,CENTRAL,4,342,76,87,50,N.A.,39
27-12-2002,CENTRAL,5,442,86,101,34,N.A.,30
28-12-2002,CENTRAL,18,423,110,107,73,N.A.,59
29-12-2002,CENTRAL,15,250,89,87,60,N.A.,50
30-12-2002,CENTRAL,52,431,123,159,112,N.A.,87
31-12-2002,CENTRAL,22,443,92,142,71,N.A.,54
1/1/2003,CENTRAL,8,193,73,99,61,N.A.,52
2/1/2003,CENTRAL,12,319,99,143,103,N.A.,78
3/1/2003,CENTRAL,16,513,117,200,85,N.A.,60
4/1/2003,CENTRAL,17,413,120,183,95,N.A.,61
5/1/2003,CENTRAL,10,197,83,148,95,N.A.,75
6/1/2003,CENTRAL,13,382,90,189,90,N.A.,72
7/1/2003,CENTRAL,14,477,114,181,53,N.A.,40
8/1/2003,CENTRAL,9,363,91,175,56,N.A.,40
9/1/2003,CENTRAL,66,463,136,215,107,N.A.,69
10/1/2003,CENTRAL,53,515,134,227,109,N.A.,72
11/1/2003,CENTRAL,33,544,141,225,110,N.A.,78
12/1/2003,CENTRAL,28,375,130,205,94,N.A.,74
13-01-2003,CENTRAL,33,758,169,291,N.A.,N.A.,N.A.
14-01-2003,CENTRAL,14,313,134,228,106,N.A.,78
15-01-2003,CENTRAL,9,195,96,207,103,N.A.,66
16-01-2003,CENTRAL,9,330,116,227,102,N.A.,67
17-01-2003,CENTRAL,12,303,126,159,102,N.A.,72
18-01-2003,CENTRAL,12,284,110,106,74,N.A.,58
19-01-2003,CENTRAL,44,612,165,157,120,N.A.,97
20-01-2003,CENTRAL,24,376,136,162,124,N.A.,109
21-01-2003,CENTRAL,22,271,112,142,122,N.A.,99
22-01-2003,CENTRAL,61,678,168,168,135,N.A.,108
23-01-2003,CENTRAL,38,470,129,171,130,N.A.,106
24-01-2003,CENTRAL,18,211,90,102,94,N.A.,60
25-01-2003,CENTRAL,17,244,88,110,103,N.A.,63
26-01-2003,CENTRAL,27,395,96,112,89,N.A.,64
27-01-2003,CENTRAL,30,471,98,148,55,N.A.,42
28-01-2003,CENTRAL,30,463,116,109,65,N.A.,50
29-01-2003,CENTRAL,15,264,103,82,68,N.A.,47
30-01-2003,CENTRAL,11,194,84,61,67,N.A.,44
31-01-2003,CENTRAL,9,171,80,49,57,N.A.,40
1/2/2003,CENTRAL,15,364,90,83,55,N.A.,45
2/2/2003,CENTRAL,10,195,59,74,36,N.A.,31
3/2/2003,CENTRAL,11,194,61,76,59,N.A.,46
4/2/2003,CENTRAL,16,410,93,95,48,N.A.,37
5/2/2003,CENTRAL,18,356,99,96,62,N.A.,53
6/2/2003,CENTRAL,15,240,98,102,85,N.A.,67
7/2/2003,CENTRAL,10,275,90,98,56,N.A.,40
8/2/2003,CENTRAL,15,577,125,154,82,N.A.,71
9/2/2003,CENTRAL,6,213,78,79,41,N.A.,32
10/2/2003,CENTRAL,12,492,104,129,60,N.A.,45
11/2/2003,CENTRAL,40,614,127,120,83,N.A.,66
12/2/2003,CENTRAL,4,262,65,96,53,N.A.,41
13-02-2003,CENTRAL,8,260,76,97,53,N.A.,39
14-02-2003,CENTRAL,7,266,94,82,60,N.A.,44
15-02-2003,CENTRAL,10,380,100,102,75,N.A.,57
16-02-2003,CENTRAL,19,641,103,97,72,N.A.,54
17-02-2003,CENTRAL,15,330,88,88,50,N.A.,39
18-02-2003,CENTRAL,9,384,105,98,71,N.A.,47
19-02-2003,CENTRAL,21,624,127,124,86,N.A.,63
20-02-2003,CENTRAL,10,217,99,70,96,N.A.,68
21-02-2003,CENTRAL,10,240,107,59,110,N.A.,72
22-02-2003,CENTRAL,15,550,113,75,93,N.A.,56
23-02-2003,CENTRAL,46,715,117,62,77,N.A.,56
24-02-2003,CENTRAL,31,596,110,76,86,N.A.,62
25-02-2003,CENTRAL,16,249,97,71,84,N.A.,62
26-02-2003,CENTRAL,19,439,116,79,89,N.A.,63
27-02-2003,CENTRAL,14,440,110,57,64,N.A.,45
28-02-2003,CENTRAL,8,272,100,37,63,N.A.,N.A.
1/3/2003,CENTRAL,17,479,104,67,69,N.A.,55
2/3/2003,CENTRAL,13,225,87,31,68,N.A.,49
3/3/2003,CENTRAL,13,345,96,60,71,N.A.,50
4/3/2003,CENTRAL,9,242,79,24,35,N.A.,26
5/3/2003,CENTRAL,10,257,76,28,39,N.A.,29
6/3/2003,CENTRAL,23,338,70,52,52,N.A.,42
7/3/2003,CENTRAL,29,474,101,47,54,N.A.,42
8/3/2003,CENTRAL,26,365,100,30,68,N.A.,51
9/3/2003,CENTRAL,23,250,91,19,82,N.A.,66
10/3/2003,CENTRAL,17,331,102,56,73,N.A.,61
11/3/2003,CENTRAL,19,239,99,23,84,N.A.,53
12/3/2003,CENTRAL,15,272,105,35,59,N.A.,38
13-03-2003,CENTRAL,13,291,115,36,57,N.A.,42
14-03-2003,CENTRAL,5,273,96,24,43,N.A.,30
15-03-2003,CENTRAL,6,308,109,39,67,N.A.,42
16-03-2003,CENTRAL,5,270,88,12,53,N.A.,40
17-03-2003,CENTRAL,9,472,91,64,62,N.A.,44
18-03-2003,CENTRAL,5,389,94,53,45,N.A.,34
19-03-2003,CENTRAL,7,342,82,73,49,N.A.,38
20-03-2003,CENTRAL,9,405,80,95,49,N.A.,35
21-03-2003,CENTRAL,11,458,94,99,59,N.A.,36
22-03-2003,CENTRAL,13,250,105,57,93,N.A.,57
23-03-2003,CENTRAL,11,190,105,37,113,N.A.,83
24-03-2003,CENTRAL,9,507,120,93,94,N.A.,69
25-03-2003,CENTRAL,5,290,105,79,74,N.A.,51
26-03-2003,CENTRAL,12,307,116,67,86,N.A.,54
27-03-2003,CENTRAL,17,546,115,87,99,N.A.,59
28-03-2003,CENTRAL,15,422,107,67,91,N.A.,55
29-03-2003,CENTRAL,14,286,98,53,96,N.A.,59
30-03-2003,CENTRAL,12,201,86,35,74,N.A.,50
31-03-2003,CENTRAL,10,294,75,58,60,N.A.,41
1/4/2003,CENTRAL,7,258,52,41,45,N.A.,35
2/4/2003,CENTRAL,6,451,60,81,63,N.A.,49
3/4/2003,CENTRAL,1,265,49,44,45,N.A.,35
4/4/2003,CENTRAL,8,537,89,97,76,N.A.,52
5/4/2003,CENTRAL,6,243,79,42,51,N.A.,37
6/4/2003,CENTRAL,6,182,94,14,84,N.A.,60
7/4/2003,CENTRAL,5,440,102,85,82,N.A.,59
8/4/2003,CENTRAL,9,471,101,161,77,N.A.,65
9/4/2003,CENTRAL,6,211,103,25,71,N.A.,50
10/4/2003,CENTRAL,6,265,103,39,62,N.A.,45
11/4/2003,CENTRAL,8,427,91,76,115,N.A.,83
12/4/2003,CENTRAL,6,326,63,23,55,N.A.,41
13-04-2003,CENTRAL,5,141,45,0,36,N.A.,26
14-04-2003,CENTRAL,21,462,114,85,84,N.A.,56
15-04-2003,CENTRAL,10,271,90,63,75,N.A.,48
16-04-2003,CENTRAL,8,233,102,36,92,N.A.,53
17-04-2003,CENTRAL,10,252,97,59,110,N.A.,62
18-04-2003,CENTRAL,11,185,65,45,55,N.A.,38
19-04-2003,CENTRAL,11,214,59,44,53,N.A.,37
20-04-2003,CENTRAL,11,207,62,42,49,N.A.,33
21-04-2003,CENTRAL,10,187,69,46,53,N.A.,37
22-04-2003,CENTRAL,14,409,106,111,63,N.A.,42
23-04-2003,CENTRAL,27,455,129,122,77,N.A.,61
24-04-2003,CENTRAL,21,440,97,99,70,N.A.,44
25-04-2003,CENTRAL,64,386,154,142,101,N.A.,72
26-04-2003,CENTRAL,22,427,146,148,125,N.A.,86
27-04-2003,CENTRAL,0,170,87,79,70,N.A.,53
28-04-2003,CENTRAL,0,239,94,92,76,N.A.,49
29-04-2003,CENTRAL,0,321,83,109,79,N.A.,52
30-04-2003,CENTRAL,5,392,114,121,91,N.A.,62
1/5/2003,CENTRAL,0,165,80,74,52,N.A.,39
2/5/2003,CENTRAL,2,239,99,105,81,N.A.,47
3/5/2003,CENTRAL,3,280,90,123,70,N.A.,45
4/5/2003,CENTRAL,2,216,59,75,30,N.A.,26
5/5/2003,CENTRAL,3,474,88,133,47,N.A.,40
6/5/2003,CENTRAL,2,323,56,106,42,N.A.,34
7/5/2003,CENTRAL,2,207,45,87,36,N.A.,28
8/5/2003,CENTRAL,11,247,53,71,43,N.A.,37
9/5/2003,CENTRAL,3,217,93,119,68,N.A.,51
10/5/2003,CENTRAL,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
11/5/2003,CENTRAL,1,156,79,101,51,N.A.,37
12/5/2003,CENTRAL,2,231,75,127,64,N.A.,41
13-05-2003,CENTRAL,3,316,65,138,69,N.A.,48
14-05-2003,CENTRAL,10,325,56,126,62,N.A.,39
15-05-2003,CENTRAL,12,277,55,118,41,N.A.,31
16-05-2003,CENTRAL,5,180,42,106,36,N.A.,25
17-05-2003,CENTRAL,7,336,63,110,50,N.A.,37
18-05-2003,CENTRAL,10,258,66,152,51,N.A.,42
19-05-2003,CENTRAL,8,288,78,181,51,N.A.,39
20-05-2003,CENTRAL,9,297,107,167,79,N.A.,56
21-05-2003,CENTRAL,10,245,113,157,89,N.A.,73
22-05-2003,CENTRAL,7,326,97,178,74,N.A.,66
23-05-2003,CENTRAL,8,317,70,149,54,N.A.,43
24-05-2003,CENTRAL,23,330,66,166,50,N.A.,N.A.
25-05-2003,CENTRAL,11,226,88,131,40,N.A.,N.A.
26-05-2003,CENTRAL,9,214,98,168,69,N.A.,N.A.
27-05-2003,CENTRAL,5,204,102,154,78,N.A.,72
28-05-2003,CENTRAL,3,269,107,182,61,N.A.,N.A.
29-05-2003,CENTRAL,12,434,129,222,104,N.A.,N.A.
30-05-2003,CENTRAL,12,379,122,223,N.A.,N.A.,N.A.
31-05-2003,CENTRAL,6,260,125,169,127,N.A.,66
1/6/2003,CENTRAL,4,152,89,116,91,N.A.,50
2/6/2003,CENTRAL,13,333,132,180,84,N.A.,55
3/6/2003,CENTRAL,13,269,126,182,88,N.A.,54
4/6/2003,CENTRAL,4,132,84,137,70,N.A.,42
5/6/2003,CENTRAL,6,294,103,160,103,N.A.,53
6/6/2003,CENTRAL,8,386,81,108,74,N.A.,46
7/6/2003,CENTRAL,12,396,100,121,66,N.A.,48
8/6/2003,CENTRAL,11,240,89,99,63,N.A.,45
9/6/2003,CENTRAL,3,280,87,104,46,N.A.,28
10/6/2003,CENTRAL,5,424,91,121,64,N.A.,40
11/6/2003,CENTRAL,17,465,97,128,49,N.A.,38
12/6/2003,CENTRAL,17,533,94,132,67,N.A.,44
13-06-2003,CENTRAL,21,438,87,117,68,N.A.,46
14-06-2003,CENTRAL,12,489,89,123,66,N.A.,47
15-06-2003,CENTRAL,8,259,83,76,52,N.A.,40
16-06-2003,CENTRAL,6,308,93,99,57,N.A.,38
17-06-2003,CENTRAL,27,463,162,146,N.A.,N.A.,N.A.
18-06-2003,CENTRAL,37,387,162,140,131,N.A.,N.A.
19-06-2003,CENTRAL,12,343,110,135,87,N.A.,N.A.
20-06-2003,CENTRAL,9,327,75,111,68,N.A.,45
21-06-2003,CENTRAL,8,368,74,104,46,N.A.,32
22-06-2003,CENTRAL,7,267,60,68,39,N.A.,28
23-06-2003,CENTRAL,8,306,51,90,42,N.A.,31
24-06-2003,CENTRAL,18,288,47,79,49,N.A.,34
25-06-2003,CENTRAL,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
26-06-2003,CENTRAL,4,274,60,48,57,N.A.,34
27-06-2003,CENTRAL,4,222,55,40,48,N.A.,27
28-06-2003,CENTRAL,7,325,65,50,47,N.A.,31
29-06-2003,CENTRAL,5,279,53,36,38,N.A.,24
30-06-2003,CENTRAL,7,354,59,62,48,N.A.,29
1/7/2003,CENTRAL,7,156,43,33,30,N.A.,20
2/7/2003,CENTRAL,28,351,61,71,46,N.A.,28
3/7/2003,CENTRAL,40,420,67,81,56,N.A.,35
4/7/2003,CENTRAL,13,389,70,81,62,N.A.,N.A.
5/7/2003,CENTRAL,21,343,62,62,48,N.A.,29
6/7/2003,CENTRAL,13,212,50,41,40,N.A.,23
7/7/2003,CENTRAL,24,309,57,83,41,N.A.,24
8/7/2003,CENTRAL,14,326,57,85,43,N.A.,29
9/7/2003,CENTRAL,5,269,56,80,42,N.A.,27
10/7/2003,CENTRAL,7,383,61,96,50,N.A.,33
11/7/2003,CENTRAL,5,334,63,87,49,N.A.,32
12/7/2003,CENTRAL,4,325,58,98,51,N.A.,32
13-07-2003,CENTRAL,18,263,53,70,37,N.A.,28
14-07-2003,CENTRAL,9,397,75,105,41,N.A.,33
15-07-2003,CENTRAL,17,413,72,105,50,N.A.,37
16-07-2003,CENTRAL,35,362,62,93,47,N.A.,34
17-07-2003,CENTRAL,23,337,60,96,37,N.A.,N.A.
18-07-2003,CENTRAL,14,318,54,94,N.A.,N.A.,N.A.
19-07-2003,CENTRAL,9,378,70,98,74,N.A.,43
20-07-2003,CENTRAL,3,173,53,69,46,N.A.,28
21-07-2003,CENTRAL,3,280,65,106,59,N.A.,30
22-07-2003,CENTRAL,4,305,68,103,73,N.A.,41
23-07-2003,CENTRAL,6,220,60,87,N.A.,N.A.,N.A.
24-07-2003,CENTRAL,3,240,51,103,54,N.A.,32
25-07-2003,CENTRAL,3,300,59,106,75,N.A.,50
26-07-2003,CENTRAL,5,338,58,111,58,N.A.,39
27-07-2003,CENTRAL,13,334,63,92,56,N.A.,41
28-07-2003,CENTRAL,26,318,56,99,43,N.A.,31
29-07-2003,CENTRAL,9,373,63,119,N.A.,N.A.,N.A.
30-07-2003,CENTRAL,10,374,67,120,N.A.,N.A.,N.A.
31-07-2003,CENTRAL,6,316,62,103,N.A.,N.A.,N.A.
1/8/2003,CENTRAL,12,287,67,98,41,N.A.,N.A.
2/8/2003,CENTRAL,8,358,76,98,N.A.,N.A.,N.A.
3/8/2003,CENTRAL,7,240,67,74,N.A.,N.A.,N.A.
4/8/2003,CENTRAL,5,341,83,102,47,N.A.,34
5/8/2003,CENTRAL,25,453,127,139,N.A.,N.A.,N.A.
6/8/2003,CENTRAL,13,395,106,118,61,N.A.,N.A.
7/8/2003,CENTRAL,5,255,70,99,58,N.A.,44
8/8/2003,CENTRAL,11,275,64,90,53,N.A.,38
9/8/2003,CENTRAL,13,373,76,104,N.A.,N.A.,N.A.
10/8/2003,CENTRAL,12,248,61,81,48,N.A.,36
11/8/2003,CENTRAL,11,392,77,120,N.A.,N.A.,N.A.
12/8/2003,CENTRAL,3,316,63,106,N.A.,N.A.,N.A.
13-08-2003,CENTRAL,3,259,58,97,47,N.A.,34
14-08-2003,CENTRAL,10,469,73,126,N.A.,N.A.,N.A.
15-08-2003,CENTRAL,5,369,68,103,N.A.,N.A.,N.A.
16-08-2003,CENTRAL,11,495,77,108,N.A.,N.A.,N.A.
17-08-2003,CENTRAL,3,195,67,71,53,N.A.,40
18-08-2003,CENTRAL,10,324,67,105,N.A.,N.A.,N.A.
19-08-2003,CENTRAL,9,351,99,122,N.A.,N.A.,N.A.
20-08-2003,CENTRAL,9,484,102,108,N.A.,N.A.,N.A.
21-08-2003,CENTRAL,21,504,98,150,N.A.,N.A.,N.A.
22-08-2003,CENTRAL,6,385,79,111,N.A.,N.A.,N.A.
23-08-2003,CENTRAL,4,240,67,76,N.A.,N.A.,N.A.
